SCRIP NAME,Security Name,GROUP,FACE VALUE,INDUSTRY,SECTOR,Previous Close,Open,High,Low,VWAP,52 Wk High,52 Wk Low,Upper Price Band,Lower Price Band,2W Avg Qty`(Lakh),TTQ (Lakh),Turnover (Cr.),Mcap Full (Cr.),Mcap FF (Cr.),Face Value,EPS (TTM) ,CEPS (TTM),PE,PB,ROE,Turnover (Lakh)
IYKOTHITE,IYKOT HITECH TOOLROOM LTD.,Z ,5.00,Industrial Equipments,Industrials,20.1,21.05,21.1,21.05,21.08,23.5,8.08,22.15(5%),20.05(5%),,0.11,,12.84,5.91,10,0.25,0.5,85.01,2.97,3.5,2.24
MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,A ,5.00,Leather And Leather Products,Consumer Discretionary,427.6,432.3,439.4,417.7,431.68,635.0,319.4,504.45(20%),336.35(20%),,,,1847.77,739.11,10,19.19,23.84,21.91,2.61,11.89,35.83
CENLUB,CENLUB INDUSTRIES LTD.,X ,10.00,Industrial Machinery,Industrials,123.55,123.0,125.75,122.15,124.22,155.0,69.05,147.65(20%),98.45(20%),,,,57.38,24.1,10,15.02,17,8.19,1.42,17.27,2.25
RAJOOENG,RAJOO ENGINEERS LTD.-$,X ,1.00,Industrial Machinery,Industrials,35.0,34.95,36.2,34.55,35.36,44.9,21.1,42.75(20%),28.55(20%),0.59,0.49,,219.36,74.58,10,2.4,2.96,14.82,2.64,17.82,17.44
JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,B ,2.00,Civil Construction,Industrials,80.85,81.1,85.25,80.1,83.34,125.0,65.0,101.45(20%),67.65(20%),,0.29,,1419.64,454.28,5,-9.35,0.61,-9.04,1.61,-17.84,24.22
VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,X ,10.00,Industrial Machinery,Industrials,44.45,44.1,45.25,43.0,44.77,80.0,37.4,47.45(5%),42.95(5%),,,,22.92,7.11,10,1.96,7.17,23.09,0.55,2.37,0.22
AHMDSTE,AHMEDABAD STEELCRAFT LTD.,X ,10.00,Iron & Steel Products,Industrials,18.45,20.25,20.25,20.2,20.24,25.65,15.05,22.20(10%),18.20(10%),,,,8.27,2.56,10,-1.47,-1,-13.78,0.32,-2.36,0.07
GET&D,GE T&D India Ltd,A ,2.00,Heavy Electrical Equipment,Industrials,117.3,118.95,128.1,118.9,124.47,153.0,82.0,150.35(20%),100.25(20%),,0.16,,3208.26,769.98,10,-1.94,0.32,-64.66,2.97,-4.59,19.98
RAMRAT,RAM RATNA WIRES LTD.-$,X ,5.00,Other Electrical Equipment,Industrials,279.2,283.0,293.95,268.65,279.81,315.15,122.0,306.90(10%),251.10(10%),0.5,0.21,,613.8,159.59,1,22.13,29.5,12.61,2.32,18.37,57.68
JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,B ,10.00,Iron & Steel Products,Industrials,23.05,23.1,24.1,22.8,23.44,32.8,17.15,28.50(20%),19.00(20%),0.24,0.24,,2306.12,484.29,5,23.14,25.83,1.03,1.26,122.58,5.69
KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,A ,2.00,Engineering- Designing & Construction,Industrials,381.15,383.0,383.0,371.0,376.16,482.1,332.3,446.70(20%),297.80(20%),,,,5543.15,2660.71,1,37.07,44.05,10.04,1.27,12.65,31.82
NMSRESRC,NMS Resources Global Ltd,XT,10.00,Trading & Distributors,Services,18.2,19.0,19.0,18.5,18.94,41.4,14.3,19.95(5%),18.05(5%),,,,5.71,2.86,10,0.02,0.02,951.77,7.98,0.84,0.17
CANDOUR,Candour Techtex Ltd,X ,10.00,Plastic Products - Industrial,Industrials,42.9,43.9,44.45,42.5,42.69,65.0,34.25,51.10(20%),34.10(20%),,,,72.15,35.35,10,1.03,1.99,41.23,2.73,6.63,0.17
TIGLOB,T & I GLOBAL LTD.,X ,10.00,Industrial Machinery,Industrials,95.8,95.1,99.2,95.0,96.59,149.85,66.0,114.95(20%),76.65(20%),,,,48.55,22.82,10,17.21,19.21,5.57,0.75,13.48,2.0
CONTROLPR,CONTROL PRINT LTD.-$,B ,10.00,Computers Hardware & Equipments,Information Technology,454.45,455.7,459.9,454.5,456.48,494.25,294.0,548.60(20%),365.80(20%),,,,746.69,358.41,10,27.09,36.3,16.88,2.86,16.95,3.76
BEMHY,BEMCO HYDRAULICS LTD.,XT,10.00,Industrial Equipments,Industrials,399.05,404.7,404.7,387.65,391.8,412.0,201.3,409.50(5%),370.50(5%),,,,85.28,21.32,2,23.9,28.04,16.32,1.88,11.52,0.56
ANSALBU,ANSAL BUILDWELL LTD.-$,X ,10.00,Residential- Commercial Projects,Consumer Discretionary,97.35,94.6,98.9,92.7,95.4,144.75,57.2,112.25(20%),74.85(20%),,,,69.08,29.01,10,13.56,18.49,6.9,0.63,9.17,2.82
WEIZMANIND,WEIZMANN LTD.,B ,10.00,Trading - Textile Products,Consumer Discretionary,54.35,58.9,65.2,54.35,63.45,94.1,42.3,78.20(20%),52.20(20%),,0.26,,112.61,33.78,10,1.82,3.95,35.92,2.01,5.59,16.19
BNRSEC,B.N.RATHI SECURITIES LTD.,X ,10.00,Other Financial Services,Financial Services,33.25,33.95,33.95,33.1,33.42,52.0,25.6,39.90(20%),26.60(20%),,,,27.93,11.17,10,5.56,5.93,5.98,0.84,14.11,1.51
RISHITECH,RISHI TECHTEX LTD.,X ,10.00,Packaging,Industrials,27.95,28.15,28.15,26.2,26.82,41.45,21.25,31.50(20%),21.00(20%),,,,19.4,12.8,10,1.78,4.67,14.72,0.66,4.49,1.2
SINCLAIR,SINCLAIRS HOTELS LTD.-$,X ,2.00,Hotels & Resorts,Consumer Discretionary,93.25,92.55,96.5,92.55,95.26,124.4,60.0,115.55(20%),77.05(20%),0.21,0.27,,261.45,96.74,10,2.4,4.03,40.1,2.38,5.94,25.3
SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,B ,2.00,Plastic Products - Consumer,Consumer Discretionary,1197.45,1206.1,1224.95,1170.0,1199.94,1250.0,682.9,"1,405.50(20%)",937.00(20%),,,,2622.84,1285.19,10,10.27,18.96,114.01,8.71,7.64,17.06
ZBINTXPP,BINAYAK TEX PROCESSORS LTD.,XT,10.00,Other Textile Products,Consumer Discretionary,900.0,900.0,900.0,900.0,900,1793.2,646.0,945.00(5%),855.00(5%),,,,64.02,26.25,10,71,116.77,12.68,0.78,6.13,0.58
JJFINCOR,J.J.FINANCE CORPORATION LTD.,XT,10.00,Non Banking Financial Company (NBFC),Financial Services,26.5,27.8,27.8,27.8,27.75,97.55,6.59,29.15(5%),26.45(5%),,,,7.84,3.61,10,0.7,0.74,39.77,0.81,2.03,0.0
COSMOFE,COSMO FERRITES LTD.-$,X ,10.00,Industrial Electronics,Industrials,378.85,378.0,416.7,378.0,404.66,673.0,47.1,458.35(10%),375.05(10%),0.2,0.23,,501.29,180.46,10,11.83,15.09,35.23,16.79,47.66,91.4
ZPPOLYSA,PLANTER POLYSACKS LTD.,XT,10.00,Packaging,Industrials,144.9,144.9,152.1,144.9,149,160.15,61.05,159.70(5%),144.50(5%),,,,2.13,2.13,10,-5.21,-5.21,-29.17,-4.78,16.37,0.02
FUTURSEC,FUTURISTIC SECURITIES LTD.,XT,10.00,Non Banking Financial Company (NBFC),Financial Services,10.43,10.43,10.43,10.43,10.41,15.1,9.88,10.95(5%),9.91(5%),,,,2.03,0.75,10,-0.07,-0.07,-156.45,1.4,-0.89,0.01
SANCTRN,SANCO TRANS LTD.,X ,10.00,Logistics Solution Provider,Services,715.25,748.75,748.75,729.0,738.83,1158.0,361.55,801.90(10%),656.10(10%),,,,131.22,34.12,1,46.34,63.23,15.73,1.26,8.02,0.04
ADORMUL,ADOR MULTIPRODUCTS LTD.,X ,10.00,Personal Care,Fast Moving Consumer Goods,61.7,62.95,64.0,62.95,63.93,155.0,47.2,76.80(20%),51.20(20%),,,,29.91,17.05,1,-1.64,-1.02,-39,1.98,-5.07,1.05
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,B ,10.00,Hotels & Resorts,Consumer Discretionary,412.0,418.75,423.8,408.8,414.86,522.0,285.05,494.70(20%),329.80(20%),,,,1256.05,314.01,10,9.3,14.49,44.31,3.78,8.53,4.14
MEDICAPQ,MEDI-CAPS LTD.-$,X ,10.00,Pharmaceuticals,Healthcare,52.55,47.25,47.25,43.3,46.02,91.15,38.25,55.10(20%),36.80(20%),0.3,1.33,,57.3,28.08,10,-0.03,0.04,-1507.88,0.93,-0.06,61.22
OTCO,OTCO INTERNATIONAL LTD.,X ,2.00,Consulting Services,Services,4.73,4.65,5.15,4.65,4.87,13.01,4.65,6.00(20%),4.00(20%),,,,6.48,1.69,10,-0.21,-0.21,-23.32,2.6,-11.19,0.1
MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD.,X ,5.00,Refractories,Industrials,995.1,985.0,1010.0,980.0,987.65,1213.0,821.0,"1,184.10(20%)",789.40(20%),,,,552.58,138.15,10,77.49,90.71,12.73,4.51,35.41,11.33
BAPACK,B&A Packaging India Limited,XT,10.00,Packaging,Industrials,204.1,194.35,201.5,194.3,198.89,355.4,152.0,208.95(5%),189.05(5%),,,,43.98,11.43,10,18.39,21.31,10.82,1.77,16.4,0.66
ABAN,ABAN OFFSHORE LTD.,B ,2.00,Offshore Support Solution Drilling,Energy,45.2,45.0,45.65,44.3,44.9,74.9,36.15,53.55(20%),35.75(20%),0.17,0.17,,260.6,138.12,10,-18.12,-11.17,-2.46,-0.34,13.82,7.41
KOKUYOCMLN,KOKUYO CAMLIN LTD.-$,B ,1.00,Stationary,Fast Moving Consumer Goods,68.7,68.95,73.0,68.55,71.81,77.0,50.5,85.50(20%),57.00(20%),0.47,0.87,,714.66,171.52,1,1.83,3.57,38.92,2.98,7.67,62.29
SRMENERGY,SRM ENERGY LTD.,X ,10.00,Electric Utilities,Utilities,8.02,8.0,8.42,8.0,8.15,9.13,2.62,8.42(5%),8.00(5%),,,,7.63,2.21,10,-0.54,-0.54,-15.57,-2.57,16.5,0.0
BHARATSE,BHARAT SEATS LTD.-$,X ,2.00,Auto Components & Equipments,Consumer Discretionary,78.95,79.0,80.5,78.25,79.21,99.8,63.0,94.90(20%),63.30(20%),0.39,0.11,,248.37,62.09,2,4.79,10.36,16.5,1.95,11.84,8.71
CONTPTR,CONTINENTAL PETROLEUMS LTD.,XT,5.00,Refineries & Marketing,Energy,40.5,40.5,40.95,39.25,39.96,61.5,37.8,42.45(5%),38.45(5%),,,,19.98,13.19,10,7.1,7.91,5.7,1.29,22.67,0.2
NBFOOT,NB FOOTWEAR LTD.,P ,10.00,Leather And Leather Products,Consumer Discretionary,3.2,3.04,3.04,3.04,3.04,5.02,1.5,3.19(5%),2.89(5%),,,,4.1,1.23,10,-0.13,-0.13,-23.45,-4.41,18.66,0.21
MACPLASQ,MACHINO PLASTICS LTD.-$,X ,10.00,Plastic Products - Industrial,Industrials,102.0,100.1,106.85,100.1,101.59,138.0,90.05,107.10(5%),96.90(5%),,,,62.6,15.02,5,-4.04,18.15,-25.26,1.27,-5.05,0.11
PEARLPOLY,PEARL POLYMERS LTD.,B ,10.00,Plastic Products - Consumer,Consumer Discretionary,24.85,24.7,25.75,23.5,24.83,36.45,14.15,28.70(20%),19.20(20%),,0.11,,40.32,17.74,10,12.98,13.41,1.85,0.88,47.4,2.64
VENKYS,VENKY'S (INDIA) LTD.,A ,10.00,Packaged Foods,Fast Moving Consumer Goods,2400.05,2400.0,2418.0,2100.0,2204.03,3270.15,1775.05,"2,554.10(20%)","1,702.80(20%)",0.2,0.82,18.15,2998.42,929.51,1,116.97,142.93,18.2,2.4,13.19,
ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,B ,2.00,Hotels & Resorts,Consumer Discretionary,76.7,78.0,80.35,76.6,78.58,108.2,61.25,95.15(20%),63.45(20%),,0.12,,366.52,179.59,10,3.75,4.34,21.16,7.35,34.75,9.74
GVFILM,GV FILMS LTD.,X ,1.00,Film Production- Distribution & Exhibition,Consumer Discretionary,0.81,0.8,0.82,0.79,0.81,1.99,0.62,0.98(20%),0.66(20%),56.85,27.62,,75,60,10,-0.01,-0.01,-80.64,2.48,-3.05,22.26
SUPERHOUSE,SUPERHOUSE LTD.,B ,10.00,Leather And Leather Products,Consumer Discretionary,233.1,234.85,234.85,225.05,229.64,254.75,144.5,270.75(20%),180.55(20%),,,,248.78,89.56,10,24.23,36.67,9.31,0.7,7.51,5.38
RAMAVISION,RAMA VISION LTD.,X ,10.00,Trading & Distributors,Services,21.05,23.25,23.25,21.05,22.71,30.4,8.77,27.15(20%),18.15(20%),,,,22.71,10.9,10,1.46,1.84,15.51,1.17,7.55,0.19
TCPLPACK,TCPL PACKAGING LTD.-$,B ,10.00,Packaging,Industrials,1008.45,1020.1,1036.75,1020.1,1029.79,1107.2,452.0,"1,235.80(20%)",823.90(20%),,,,937.16,402.98,2,54.13,114.85,19.03,2.72,14.31,4.69
SHRIGANG,SHRI GANG INDUSTRIES AND ALLIED PRODUCTS LTD.,XT,10.00,Edible Oil,Fast Moving Consumer Goods,105.55,110.8,110.8,110.35,110.76,110.8,2.59,116.30(5%),105.30(5%),0.11,0.14,,87.86,58.87,1,3.12,3.95,35.55,-2.94,-8.28,14.95
PURITY,PURITY FLEX PACK LTD.,P ,10.00,Paper & Paper Products,Commodities,1.95,2.04,2.04,2.04,2.04,2.04,1.78,2.14(5%),1.94(5%),,,,0.16,0.08,10,3.24,32.47,0.63,0.01,1.1,0.01
BALMLAWRIE,BALMER LAWRIE & CO.LTD.,A ,10.00,Diversified,Diversified,115.1,115.5,117.4,115.3,116.45,145.5,103.2,139.25(20%),92.85(20%),0.16,0.19,,1984.5,754.11,10,7.18,9.91,16.16,1.5,9.3,21.55
KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD.,B ,10.00,Hospital,Healthcare,1499.65,1479.7,1519.65,1479.65,1501.64,1920.0,1311.6,"1,804.60(20%)","1,203.10(20%)",,,,1645.55,691.13,10,95.28,173.35,15.78,2.7,17.11,3.27
ELDEHSG,ELDECO HOUSING & INDUSTRIES LTD.,B ,2.00,Residential- Commercial Projects,Consumer Discretionary,545.05,543.6,557.65,537.1,541.54,976.8,498.35,647.00(20%),431.40(20%),,,,530.2,227.98,1,43.66,44.33,12.35,1.99,16.09,4.26
MICROSE,MICROSE INDIA LTD.,XT,10.00,Non Banking Financial Company (NBFC),Financial Services,,,,,-,0.0,0.0,10.50(5%),9.50(5%),,,,-,-,10,2.38,2.38,226.15,105.52,46.68,
STDSHOE,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,P ,10.00,Specialty Chemicals,Commodities,26.45,25.15,25.15,25.15,25.15,26.45,7.42,26.40(5%),23.90(5%),,,,13.03,8.47,10,3.08,3.08,8.17,35.93,437.26,0.05
DCMSHRIRAM,DCM Shriram Limited,A ,2.00,Diversified,Diversified,1047.3,1040.05,1070.0,1031.4,1050.14,1263.85,855.5,"1,247.85(20%)",831.95(20%),,,,17252.29,5348.21,10,73.91,89.16,14.07,2.93,20.86,55.87
DCMSRMIND,DCM SHRIRAM INDUSTRIES LTD.-$,B ,2.00,Sugar,Fast Moving Consumer Goods,77.2,78.15,78.7,77.5,78.11,131.4,69.6,93.80(20%),62.60(20%),0.17,,,680.28,319.73,1,7.55,11.32,10.35,1.04,10.04,7.15
MAWANASUG,MAWANA SUGARS LTD.,B ,10.00,Sugar,Fast Moving Consumer Goods,90.5,90.5,92.8,89.6,90.6,179.45,69.9,99.15(10%),81.15(10%),0.18,0.25,,352.64,130.48,10,8.46,18.58,10.66,0.85,8,22.58
MINID,MINI DIAMONDS (INDIA) LTD.,XT,10.00,Gems- Jewellery And Watches,Consumer Discretionary,15.4,15.75,16.15,15.75,15.75,35.85,6.05,16.95(5%),15.35(5%),,,,5.57,3.73,1,0.62,0.78,26.16,0.97,3.71,0.02
MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.,B ,10.00,Other Financial Services,Financial Services,76.45,77.6,78.1,77.2,77.99,123.95,71.1,93.65(20%),62.45(20%),,,,110.44,40.86,10,3.71,3.73,21.04,0.79,3.74,0.25
NILKAMAL,NILKAMAL LTD.,A ,10.00,Plastic Products - Consumer,Consumer Discretionary,2227.35,2227.0,2233.7,2165.1,2189.91,3000.0,1695.3,"2,615.45(20%)","1,743.65(20%)",,,,3252.44,1138.35,10,68.45,135.65,31.84,2.9,9.12,29.28
NAHARPOLY,NAHAR POLYFILMS LTD.,B ,5.00,Packaging,Industrials,340.5,351.0,375.0,345.0,351.4,601.0,194.7,414.80(20%),276.60(20%),,,,850.01,229.5,5,39.37,45.06,8.78,1.34,15.31,8.06
3MINDIA,3M INDIA LTD.,A ,10.00,Diversified,Diversified,23401.1,23413.15,24061.6,23229.25,23635.36,27800.0,17300.0,"28,390.20(20%)","18,926.80(20%)",,,,26651.47,6662.87,10,236.28,283.58,100.13,10.71,10.69,76.58
JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,A ,10.00,Air Conditioner,Consumer Discretionary,1525.0,1504.5,1550.2,1489.1,1522.71,2361.95,1442.6,"1,813.70(20%)","1,209.20(20%)",,,,4109.77,1027.44,10,9.22,35.88,164,5.55,3.39,5.63
JMFINANCIL,JM FINANCIAL LTD.-$,A ,1.00,Investment Company,Financial Services,61.4,61.25,62.55,61.0,61.66,103.65,56.95,73.40(20%),49.00(20%),0.65,0.54,,5843.15,2512.55,10,3.14,3.24,19.51,1.56,8.01,33.2
ADCINDIA,ADC India Communications Limited-$,X ,10.00,Telecom -  Equipment & Accessories,Telecommunication,336.5,338.0,338.4,325.0,327.94,459.95,226.2,393.50(20%),262.40(20%),,,,150.86,40.73,2,18.44,19.11,17.78,3,16.89,11.08
TNTELE,TAMILNADU TELECOMMUNICATIONS LTD.,T ,10.00,Telecom -  Equipment & Accessories,Telecommunication,7.72,7.99,8.0,7.66,7.75,21.2,6.61,8.40(5%),7.60(5%),,,,36.54,13.16,10,-1.72,-1.68,-4.64,-26.67,573.89,0.35
SUNRAJDI,SUNRAJ DIAMOND EXPORTS LTD.,Z ,10.00,Gems- Jewellery And Watches,Consumer Discretionary,6.98,6.98,6.98,6.64,6.72,10.48,4.2,6.97(5%),6.31(5%),,,,3.54,2.23,10,0.55,0.56,12.12,2.52,20.83,0.03
RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LTD.,A ,10.00,Logistics Solution Provider,Services,969.7,970.3,975.0,953.0,962.93,1201.8,578.25,"1,150.35(20%)",766.95(20%),0.45,0.32,3.09,1447.56,767.21,10,4.56,10.79,210.13,3.63,1.73,
SHARP,SHARP INDIA LTD.,X ,10.00,Consumer Electronics,Consumer Discretionary,53.05,52.0,54.8,52.0,52.53,84.4,27.65,65.45(20%),43.65(20%),,,,141.52,35.38,10,-7.1,-6.01,-7.69,-2.37,30.85,1.14
LINDEINDIA,Linde India Limited,A ,10.00,Industrial Gases,Commodities,3572.45,3635.0,3635.0,3500.0,3568.15,4192.35,1701.85,"4,222.30(20%)","2,814.90(20%)",,,1.81,30008.11,7502.03,10,32.27,53.6,109.05,11.15,10.23,
INDBNK,IND BANK HOUSING LTD.,B ,10.00,Housing Finance Company,Financial Services,26.55,26.85,31.8,25.6,27.61,43.0,23.0,35.10(20%),23.40(20%),,,,29.25,14.33,10,-0.15,-0.15,-193.71,-0.25,0.13,2.07
JAIMATAG,JAI MATA GLASS LTD.,XT,1.00,Other Construction Materials,Commodities,0.52,0.54,0.54,0.5,0.53,0.55,0.28,0.56(5%),0.52(5%),1.08,4.93,,5.4,2.97,10,-0.01,-,-58.7,2,-3.36,2.62
LOTUSCHO,LOTUS CHOCOLATE CO.LTD.,X ,10.00,Packaged Foods,Fast Moving Consumer Goods,121.9,126.0,127.85,113.0,120.05,198.45,32.2,127.35(10%),104.25(10%),0.2,0.18,,148.7,41.64,10,4.63,4.8,25,19.05,76.14,22.2
PACIFICI,PACIFIC INDUSTRIES LTD.,X ,10.00,Furniture- Home Furnishing- Flooring,Consumer Discretionary,345.5,335.1,359.0,335.1,339.2,814.8,299.0,408.30(20%),272.20(20%),,,,117.26,30.49,10,27.41,58.98,12.42,1.08,8.73,2.95
CMMHOSP,CHENNAI MEENAKSHI MULTISPECIALITY HOSPITAL LTD.-$,X ,10.00,Healthcare Service Provider,Healthcare,23.3,23.0,23.7,23.0,23.17,31.4,12.1,27.90(20%),18.60(20%),,,,17.37,7.64,10,5.32,6.9,4.37,-22.36,-511.71,0.22
UNIOFFICE,UNIVERSAL OFFICE AUTOMATION LTD.,X ,10.00,Trading & Distributors,Services,4.0,4.0,4.15,4.0,4,7.35,2.53,4.20(5%),3.80(5%),,,,5.86,2.05,10,-0.01,-0.01,-732.63,2.72,-0.37,0.02
APMIN,APM INDUSTRIES LTD.-$,X ,2.00,Other Textile Products,Consumer Discretionary,50.0,51.95,53.0,50.1,51.13,56.3,25.2,60.50(20%),40.40(20%),0.78,0.13,,109.03,37.07,1,8.66,11.74,5.82,0.72,12.41,6.49
PRECWIRE,PRECISION WIRES INDIA LTD.,B ,1.00,Aluminium- Copper & Zinc Products,Industrials,77.95,79.45,88.65,79.05,84.4,131.45,37.6,100.50(20%),67.00(20%),0.17,0.57,,968.45,387.38,10,5.45,6.76,15.37,2.65,17.27,47.74
KRYPTONQ,KRYPTON INDUSTRIES LTD.,X ,10.00,Diversified,Diversified,23.0,22.65,23.5,22.55,23.1,30.4,11.55,25.50(10%),20.90(10%),,,,34.1,24.89,10,0.61,2,37.93,1.18,3.12,0.76
SWISSMLTRY,Swiss Military Consumer Goods Ltd,X ,2.00,Diversified consumer products,Consumer Discretionary,16.1,16.5,19.3,16.45,18.88,22.45,2.83,22.90(20%),15.30(20%),2.7,16.51,3.12,375.49,78.85,2,0.4,0.41,47.93,11.3,23.53,
MARBU,MARTIN BURN LTD.,X ,10.00,Residential- Commercial Projects,Consumer Discretionary,34.75,36.9,36.9,32.2,34.23,68.95,23.3,37.80(10%),31.00(10%),,,,17.73,6.03,10,3.69,4.14,9.32,0.37,3.93,0.21
FEL,Future Enterprises Ltd,B ,2.00,Diversified Retail,Consumer Discretionary,2.44,2.41,2.48,2.32,2.34,12.0,2.32,2.43(5%),2.21(5%),5.11,6.26,,105.54,46.44,2,-23.05,-11.46,-0.1,0.05,-51.39,14.66
INDTONER,INDIAN TONERS & DEVELOPERS LTD.-$,X ,10.00,Specialty Chemicals,Commodities,174.15,172.1,175.95,172.1,173.83,212.0,141.0,207.90(20%),138.60(20%),,,,187.98,58.27,10,17.46,21.27,9.92,1.13,11.43,4.81
KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.,X ,10.00,Plastic Products - Industrial,Industrials,22.6,20.55,24.7,20.55,23.44,33.05,18.65,27.15(10%),22.25(10%),,,,17.02,9.53,10,2.09,2.19,11.84,2.08,17.58,0.46
SCI,SHIPPING CORPORATION OF INDIA LTD.,A ,10.00,Shipping,Services,115.0,116.2,116.2,112.35,114.08,160.2,86.0,135.50(20%),90.40(20%),0.87,0.57,,5261.2,1894.03,10,17.06,30.71,6.62,0.6,9.14,64.99
SIKA,SIKA INTERPLANT SYSTEMS LTD.,X ,10.00,Aerospace & Defense,Industrials,776.75,770.0,789.7,761.05,772.64,1148.95,431.0,918.30(20%),612.20(20%),,,,324.48,87.61,5,39.15,40.9,19.55,4.16,21.27,8.3
ITI,ITI LTD.,A ,10.00,Telecom -  Equipment & Accessories,Telecommunication,117.9,116.4,119.45,116.4,117.8,133.4,80.35,140.75(20%),93.85(20%),1.58,0.57,,11047.83,1104.78,10,1.29,1.82,91.24,4.27,4.68,67.5
DREDGECORP,DREDGING CORPORATION OF INDIA LTD.,B ,10.00,Dredging,Services,279.7,283.55,284.2,278.25,282.14,397.9,248.1,335.45(20%),223.65(20%),,,,782.74,211.34,10,1.22,44.15,228.67,0.56,0.24,4.9
PHRMASI,PHAARMASIA LTD.,XT,10.00,Pharmaceuticals,Healthcare,25.5,24.25,26.5,24.25,24.34,40.0,20.2,25.50(5%),23.10(5%),,,,16.59,4.31,10,-2.27,-1.84,-10.72,1.38,-12.83,0.03
PODDAR,Poddar Housing and Development Ltd,B ,10.00,Residential- Commercial Projects,Consumer Discretionary,202.0,201.8,201.8,191.9,193.07,312.9,144.2,203.25(5%),183.95(5%),,,,122.27,45.24,10,-27.24,-26.78,-7.11,0.66,-9.29,5.37
NFL,NATIONAL FERTILIZERS LTD.,A ,10.00,Fertilizers,Commodities,51.4,50.9,52.0,50.1,50.98,65.4,38.25,60.75(20%),40.55(20%),1.64,2.73,1.39,2484.78,621.19,10,2.21,9.03,22.96,1.09,4.74,
IPRINGLTD,IP RINGS LTD.-$,X ,10.00,Auto Components & Equipments,Consumer Discretionary,136.5,144.0,144.0,130.0,135.74,186.35,91.5,162.00(20%),108.00(20%),,0.11,,171.12,73.58,5,6.48,17.79,20.83,1.53,7.34,14.35
PIIND,PI Industries Ltd,A ,1.00,Pesticides & Agrochemicals,Commodities,3138.65,3150.0,3262.0,3101.65,3200.83,3533.3,2334.35,"3,571.30(10%)","2,922.00(10%)",0.21,0.12,3.8,49257.56,26106.51,1,59.43,72.69,54.63,8.16,14.93,
PLASTIBLEN,PLASTIBLENDS INDIA LTD.-$,B ,5.00,Specialty Chemicals,Commodities,213.6,213.8,215.55,208.1,210.79,305.95,176.95,251.45(20%),167.65(20%),,,,544.6,190.61,10,14.12,20.31,14.84,1.43,9.62,1.25
YASHINNO,Yash Innoventures Ltd,XT,10.00,Diversified Commercial Services,Services,27.0,28.15,28.15,25.65,25.82,49.8,6.1,29.10(5%),26.40(5%),,,,18.65,11.56,10,12.78,12.81,2.17,1.33,61.22,0.06
KKPLASTICK,Kkalpana Plastick Limited,XT,10.00,Plastic Products - Industrial,Industrials,13.08,13.08,13.73,12.6,13.34,35.5,7.99,14.37(5%),13.01(5%),,,,7.57,2.04,10,-0.1,-0.09,-132.78,1.13,-0.85,0.05
WATERBASE,WATERBASE LTD.,B ,10.00,Other Food Products,Fast Moving Consumer Goods,84.65,81.65,84.8,81.0,81.8,134.2,67.1,97.95(20%),65.35(20%),,0.11,,338.25,98.09,10,-1.67,0.36,-48.99,1.82,-3.71,8.93
FLEXFO,FLEX FOODS LTD.-$,X ,10.00,Other Agricultural Products,Fast Moving Consumer Goods,91.95,91.05,93.45,89.0,90.56,137.7,80.0,108.60(20%),72.40(20%),,,,112.67,40.56,10,7.33,11.49,12.35,0.99,8.01,5.45
GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY LTD.,X ,10.00,Gems- Jewellery And Watches,Consumer Discretionary,99.7,101.7,101.7,80.25,92.46,138.2,51.95,111.00(20%),74.00(20%),,0.11,,64.42,12.88,10,13.46,14.35,6.87,1.74,25.29,9.77
APCOTEXIND,APCOTEX INDUSTRIES LTD.,A ,2.00,Rubber,Industrials,537.7,535.05,539.55,529.6,536.48,678.0,293.95,637.20(20%),424.80(20%),0.18,0.1,,2752.97,1156.25,10,21.31,24.09,24.91,6.95,27.89,55.23
FORTISMLR,Fortis Malar Hospitals Limited,X ,10.00,Hospital,Healthcare,55.4,55.4,57.2,54.8,56.83,78.7,48.05,68.15(20%),45.45(20%),,,,106.45,30.87,10,-4.43,2.25,-12.82,1.37,-10.65,1.33
MASTEK,MASTEK LTD.,A ,5.00,Computers - Software & Consulting,Information Technology,2070.55,2084.9,2084.9,2014.15,2036.32,3666.0,1851.0,"2,425.95(20%)","1,617.35(20%)",,,1.83,6078.25,2370.52,10,23.16,27.58,87.3,10.09,11.56,
